ID,LONGITUDE,LATITUDE,a,b,c,e,f,g
2267891,-84.47,43.41,136,186.725,26.845,0.197389706,0.006110111,0
2267892,-83.085809,33.879913,170,382.9466667,47.83133333,0.281360784,0.012530977,0
2267893,-83.011842,40.020084,516.8,3280.623077,102.03,0.197426471,0.107350232,0
2267894,-77.55549,43.213959,340,459.3233333,45.825,0.134779412,0.015030214,0
2267895,-80.281567,40.604424,170,421.608,42.718,0.251282353,0.013796073,0
2267896,-72.644757,40.822783,266.9,1333.64,150.8,0.56500562,0.043640052,0
2267897,-90.055674,33.125043,285.6,709.5864286,64.83285714,0.227005802,0.023219451,0
2267898,-84.72,44.29,340,362.4657143,33.24285714,0.097773109,0.011860789,0
2267899,-84.26796,43.637562,321.5833333,1027.18,173.1166667,0.538325991,0.033611911,0
2267900,-84.21,43.61,320.7333333,880.8066667,137.1933333,0.427748909,0.028822208,0
2267901,-84.62,44.48,340,315.656,32.838,0.096582353,0.010329058,0
2267902,-74.18393,42.948822,340,406.78,33.06727273,0.097256685,0.013310864,0
2267903,-84.395446,43.720352,371.1666667,373.505,40.86333333,0.110094297,0.012222022,0
2267904,-83.943297,43.973287,225.25,1158.098333,71.41333333,0.317040326,0.037895888,0
2267905,-84.228623,44.279032,221,331.5766667,35.49,0.160588235,0.010850022,0
2267906,-83.17,43.61,340,1718.508,41.25333333,0.121333333,0.056233901,0
2267907,-83.44,44.42,238,232.7966667,18.02666667,0.075742297,0.007617692,0
2267908,-100.774631,41.132595,194.1966667,812.0627778,100.5405556,0.517725445,0.026572735,0
2267909,-83.275508,43.817909,297.33,195.7816667,21.34166667,0.071777711,0.006406468,0
2267910,-83.544905,44.267485,442,305.9344444,46.26555556,0.104673203,0.010010944,0
2267911,-73.86,42.99,395.25,932.95,137.67,0.348311195,0.030528469,0
2267912,-83.584449,43.369052,518.5,257.5955556,30.52111111,0.058864245,0.008429174,0
2267913,-84.663484,43.380877,323,294.545625,32.175,0.099613003,0.009638273,0
2267914,-84.454547,42.820563,312.5,462.4852941,66.52941176,0.212894118,0.015133681,0
2267915,-84.3,42.55,180.2,261.272,24.414,0.135482797,0.008549476,0
2267916,-84.06,42.67,320.3846154,1787.842692,36.42,0.11367587,0.058502706,0
2267917,-83.92481,42.615933,361.25,1116.023333,198.965,0.550768166,0.036519088,0
2267918,-85.070985,42.98592,169.5466667,374.3666667,61.73266667,0.364104278,0.012250218,0
2267919,-85.135667,42.786335,126.65,254.7416667,35.79333333,0.282616134,0.008335788,0
2267920,-73.587281,42.349578,173.4,1052.718333,77.89166667,0.44920223,0.034447589,0
2267921,-84.45,42.68,445.8636364,1769.63,175.3581818,0.393300031,0.057906741,0
2267922,-84.16,43.01,425,531.1533333,64.65333333,0.15212549,0.017380672,0
2267923,-84.92,42.87,358.7,462.8433333,77.13333333,0.215035777,0.015145397,0
2267924,-84.571934,43.005924,668.1,855.8916667,119.7516667,0.179242129,0.028006926,0
2267925,-90.325304,38.550594,212.3,363.5823529,49.23176471,0.231897149,0.011897328,0
2267926,-85.120671,43.23579,340,579.8466667,60.90933333,0.179145098,0.01897404,0
2267927,-84.17013,42.662981,188.7,827.057,24.141,0.127933227,0.027063384,0
2267928,-84.55,42.69,526,405.4147059,39.29823529,0.074711474,0.013266188,0
2267929,-84.53,42.73,152.7571429,978.5914286,39.50142857,0.258589732,0.032021971,0
2267930,-84.570398,42.739074,204.8761538,336.2276923,38.14,0.186161246,0.011002215,0
2267931,-74.571001,42.642445,170,316.2622222,40.18444444,0.236379085,0.010348895,0
2267932,-85.64,42.3,510,1068.356667,78.33222222,0.153592593,0.034959315,0
2267933,-85.61,42.26,787.1,1737.401111,174.0194444,0.221089372,0.056852131,0
2267934,-85.61,42.26,420.92,2412.938,192.6946667,0.457794039,0.078957395,0
2267935,-85.22,42.29,850,1573.513333,143.1444444,0.168405229,0.051489311,0
2267936,-85.17,42.3,255,1229.738889,125.9266667,0.493830065,0.040240147,0
2267937,-86.423417,42.108594,1232.5,412.1516667,63.09333333,0.051191346,0.013486638,0
2267938,-73.85,42.61,683.5416667,1445.748333,218.8983333,0.32024139,0.047308519,0
2267939,-81.10336,39.753063,220.0285714,615.0807143,35.49928571,0.161339436,0.020126987,0
2267940,-85.005682,41.925464,263.5,280.8553846,55.52,0.210702087,0.009190294,0
2267941,-86.32,42.2,85,134.2,12.155,0.143,0.004391361,0
2267942,-85.4,42.49,85,231.1466667,26.26,0.308941176,0.0075637,0
2267943,-91.794845,33.624951,238,859.2358824,74.00823529,0.310958972,0.028116357,0
2267944,-86.116766,41.990965,340,535.3975,75.51916667,0.222115196,0.017519552,0
2267945,-84.9,42.45,425,329.3913333,45.89866667,0.107996863,0.010778512,0
2267946,-85.7,42.45,357,417.2422222,47.97,0.134369748,0.013653214,0
2267947,-85.88,42.21,510,326.8833333,53.17,0.104254902,0.010696444,0
2267948,-100.336378,37.282137,100.3,169.38625,25.98375,0.259060319,0.005542744,0
2267949,-73.785094,42.849865,1020,1552.521667,235.235,0.230622549,0.050802411,0
2267950,-85.59936,42.454379,340.85,468.5046667,46.71333333,0.137049533,0.01533065,0
2267951,-86.478341,42.063959,533.8,873.2166667,124.4966667,0.233227176,0.028573844,0
2267952,-86.254207,42.404096,425,356.1292308,37.68,0.088658824,0.011653443,0
2267953,-85.426357,41.808934,216.75,263.2483333,33.67,0.155340254,0.008614147,0
2267954,-86.236789,41.820168,510,535.535,77.13333333,0.15124183,0.017524051,0
2267955,-81.389593,32.31399,244.375,609.2075,85.53071429,0.349997808,0.0199348,0
2267956,-86.49,42.01,510,687.9766667,131.4733333,0.25779085,0.022512325,0
2267957,-84.46,42.32,238,474.639,62.231,0.26147479,0.015531381,0
2267958,-84.41,42.24,510,1049.876667,118.7261111,0.232796296,0.034354603,0
2267959,-74.35,43.05,425,231.33,16.068,0.037807059,0.007569699,0
2267960,-84.46,42.22,340,510.9866667,71.06666667,0.209019608,0.016720768,0
2267961,-83.955485,41.995297,350.2,434.8911111,37.00666667,0.105672949,0.01423073,0
2267962,-96.967811,33.178319,306,780.3335294,97.96647059,0.320151865,0.025534474,0
2267963,-85.479705,43.689679,260.4777778,449.0261111,59.15722222,0.227110438,0.014693263,0
2267964,-85.81,43.33,433.5,2360.117692,68.85,0.158823529,0.077228982,0
2267965,-85.365305,42.95497,301.75,1559.03,101.192,0.335350456,0.05101538,0
2267966,-73.96,42.7,850,1523.952222,238.03,0.280035294,0.049867547,0
2267967,-85.513606,43.115217,510,1451.12,316.3333333,0.620261438,0.047484293,0
2267968,-85.924913,42.971066,779.1383333,1231.517222,189.605,0.243352165,0.040298338,0
2267969,-101.743118,38.885661,161.5,162.294,19.188,0.118811146,0.005310668,0
2267970,-86.868614,39.649487,340,384.835,46.64833333,0.13720098,0.012592768,0
2267971,-73.594847,41.574893,241.0076923,687.5676923,88.72,0.36812103,0.022498943,0
2267972,-85.962554,43.465196,161.5,225.5275,14.8525,0.091965944,0.007379827,0
2267973,-72.75322,41.755553,714,1477.153333,244.9922222,0.343126362,0.048336169,0
2267974,-72.745689,41.790021,760.75,2665.787143,280.4285714,0.368621191,0.087231255,0
2267975,-87.485526,37.967815,627.5428571,792.1964286,112.3478571,0.179028182,0.025922658,0
2267976,-80.723009,32.402678,357.9444444,687.8727778,87.43222222,0.24426199,0.022508926,0
2267977,-104.927992,39.682803,101.252,737.638,62.972,0.621933394,0.024137369,0
2267978,-86.191227,43.037838,603.5,1334.605556,155.1333333,0.257056062,0.043671648,0
2267979,-94.867749,39.707566,199.75,628.0144444,53.95,0.27008761,0.020550211,0
2267980,-86.11,42.82,1360,1250.192778,176.2222222,0.129575163,0.04090945,0
2267981,-86.27,43.18,255,543.675,94.0875,0.368970588,0.017790412,0
2267982,-86.273819,43.196184,433.5,348.1011111,48.38888889,0.111623734,0.011390743,0
2267983,-86.188467,43.232876,340,786.324,105.612,0.310623529,0.025730497,0
2267984,-86.19,42.65,170,483.12,55.965,0.329205882,0.015808901,0
2267985,-86.315615,43.976692,340,418.5793333,58.35266667,0.17162549,0.013696968,0
2267986,-85.578156,42.89269,225.93,1324.363333,149.7166667,0.662668378,0.043336496,0
2267987,-85.65273,42.965879,171.4,1380.027647,113.4211765,0.661733819,0.045157973,0
2267988,-85.65273,42.965879,513.7777778,1309.708889,205.4722222,0.399924308,0.042856966,0
2267989,-85.7,42.99,693.94,1044.439,136.097,0.196122143,0.034176669,0
2267990,-83.775628,42.537069,269.9033333,1083.463333,189.0525,0.700445221,0.035453643,0
2267991,-85.71,42.97,493,569.1326667,46.71333333,0.094753212,0.018623451,0
2267992,-74.62,42.41,170,350.3866667,12.52333333,0.073666667,0.011465532,0
2267993,-85.621317,42.943978,515.6194444,1530.460556,235.3288889,0.456400338,0.050080516,0
2267994,-85.621317,42.943978,1071,1331.354444,217.0133333,0.202626828,0.043565263,0
2267995,-85.62,42.92,221,580.0614286,61.76857143,0.279495798,0.018981068,0
2267996,-85.624179,42.875653,915.3846154,1288.362308,208.53,0.227805882,0.042158452,0
2267997,-85.548346,42.928029,535.5,5315.083889,332.2366667,0.62042328,0.173922902,0
2267998,-85.430046,44.250447,332.35,544.3533333,81.38,0.244862344,0.017812609,0
2267999,-85.226495,44.976469,284.75,226.6785714,11.40285714,0.040045152,0.007417493,0
2268000,-86.096091,44.595502,163.2,177.9066667,14.34333333,0.087888072,0.005821553,0
2268001,-92.862566,44.718932,965.3571429,1675.221429,263.3242857,0.272773955,0.054817455,0
2268002,-85.228252,44.21718,221,620.7483333,44.28666667,0.200392157,0.020312445,0
2268003,-73.67,42.72,1700,1356.584167,158.4483333,0.093204902,0.044390843,0
2268004,-85.513028,43.886808,110.33,138.16,3.77,0.034170217,0.004520942,0
2268005,-85.58,44.76,309.3886667,3541.89,152.906,0.494219784,0.115899542,0
2268006,-83.4602,45.079018,211.65,2059.148056,43.26833333,0.20443342,0.067380499,0
2268007,-84.49,45.63,234.6,1104.308333,64.56666667,0.275220233,0.036135744,0
2268008,-84.67228,45.012523,318.75,241.34,40.17,0.126023529,0.007897251,0
2268009,-84.61,45.41,170,91.22666667,15.94666667,0.093803922,0.002985166,0
2268010,-101.025419,32.621274,91.69181818,115.28,16.99454545,0.185344187,0.003772251,0
2268011,-97.613443,30.174492,299.9791667,1379.546667,153.3241667,0.51111605,0.045142234,0
2268012,-70.093216,41.272529,166.6,505.34,29.55333333,0.177390956,0.016535995,0
2268013,-90.654144,33.449075,314.5,531.6457143,74.80571429,0.237856007,0.017396784,0
2268014,-84.385708,45.015207,170,315.04,38.89166667,0.22877451,0.010308901,0
2268015,-84.940263,45.361268,510,1218.462667,87.152,0.170886275,0.039871161,0
2268016,-83.835483,45.412306,244.8,246.9866667,47.97,0.195955882,0.008082024,0
2268017,-85.531581,45.722061,68,131.78,9.5225,0.140036765,0.004312173,0
2268018,-84.35,46.47,527,1447.541765,43.71058824,0.082942293,0.047367204,0
2268019,-88.067829,45.818797,467.33,709.104,50.47466667,0.108006477,0.023203665,0
2268020,-87.088985,45.76587,458.1216667,607.5422222,47.00222222,0.102597684,0.019880308,0
2268021,-86.24,45.95,170,174.8175,32.2725,0.189838235,0.005720468,0
2268022,-87.389443,46.53124,335.5346667,2170.556667,67.86,0.202244378,0.071026069,0
2268023,-87.62,45.11,212.33,143.88,20.41,0.096123958,0.004708115,0
2268024,-73.67,42.77,340,944.46,119.6,0.351764706,0.030905105,0
2268025,-86.63,46.41,131.75,134.2,10.465,0.07943074,0.004391361,0
2268026,-85.5,46.35,170,689.2783333,23.22666667,0.136627451,0.022554919,0
2268027,-85.761874,42.89387,389.045,1998.076667,180.9925,0.465222532,0.06538209,0
2268028,-88.33,46.09,170,44.29333333,32.19666667,0.189392157,0.001449389,0
2268029,-94.651093,31.618534,86.36,309.32,41.6,0.481704493,0.010121728,0
2268030,-88.558024,47.115801,535.33,384.8961111,35.10722222,0.065580525,0.012594768,0
2268031,-90.158844,46.463793,255,281.6846154,18.74,0.073490196,0.009217429,0
2268032,-88.645974,46.093017,280.33,139.6685714,11.7,0.041736525,0.004570307,0
2268033,-93.639398,42.029859,943.5,2948.564667,257.0966667,0.272492493,0.096484446,0
2268034,-93.602175,41.72755,187,845.02,121.745,0.651042781,0.027651178,0
2268035,-93.609713,41.724158,266.2294444,1293.294444,187.3805556,0.703831073,0.042319844,0
2268036,-95.010123,41.400279,438.94,424.105,66.82928571,0.152251528,0.013877781,0
2268037,-96.669744,31.156007,132.7416667,516.6883333,46.45333333,0.349952916,0.016907341,0
2268038,-82.725184,36.539926,125.8,574.2733333,70.18266667,0.557890832,0.018791667,0
2268039,-96.055019,41.201782,530.75,417.9158824,57.36058824,0.108074589,0.013675258,0
2268040,-86.302367,36.209792,702.1,1829.006667,146.8422222,0.209147162,0.059849695,0
2268041,-84.511683,34.106005,513.4,1374.324286,223.6742857,0.435672547,0.044971344,0
2268042,-92.948606,32.156604,425,117.92,19.305,0.045423529,0.003858639,0
2268043,-106.361317,31.781402,508.8666667,1234.890556,149.7961111,0.294372025,0.040408722,0
2268044,-96.767325,33.310316,136,774.51,93.34,0.686323529,0.025343914,0
2268045,-93.580473,44.540239,177.1777778,1532.847556,104.5777778,0.590242067,0.050158624,0
2268046,-104.329778,33.107643,149.3166667,148.1944444,27.84888889,0.186508911,0.004849295,0
2268047,-93.878083,42.069354,101.15,477.2075,52.43333333,0.518372055,0.015615429,0
2268048,-75.058747,39.774104,255,575.1716667,77.95666667,0.305712418,0.018821062,0
2268049,-92.734432,41.742081,148.6933333,457.7283333,70.785,0.476046898,0.014978021,0
2268050,-93.571502,41.35617,475.628125,1097.84125,157.02375,0.330139749,0.035924125,0
2268051,-89.906206,30.047984,249.475,690.69,92.90125,0.372387013,0.022601113,0
2268052,-97.396623,27.976517,161.5,330.2475,39.479375,0.244454334,0.010806528,0
2268053,-101.84,33.71,62.39,114.4,28.21,0.452155794,0.003743455,0
2268054,-81.672171,35.248389,133.45,302.665,17.8425,0.133701761,0.009903959,0
2268055,-93.571502,41.35617,493,997.975,137.02,0.277931034,0.03265625,0
2268056,-84.827791,33.916315,295.8,873.1292308,200.39,0.67745098,0.028570983,0
2268057,-93.270943,42.513756,170,604.7341667,50.87333333,0.299254902,0.019788422,0
2268058,-93.702792,41.673017,352.58,1958.67,238.2781818,0.675813097,0.064092605,0
2268059,-98.024933,31.959718,170,126.1333333,33.32333333,0.196019608,0.0041274,0
2268060,-93.93,40.62,425,265.7783333,35.165,0.082741176,0.008696935,0
2268061,-73.78,42.66,510,918.929,127.205,0.249421569,0.030069666,0
2268062,-92.91269,42.040482,578.5666667,2140.622,148.226,0.256195195,0.070046531,0
2268063,-117.563102,33.869417,1054,1741.458125,289.323125,0.274500119,0.056984886,0
2268064,-93.045456,41.699173,291.8333333,583.6844444,101.9633333,0.349388921,0.019099622,0
2268065,-93.657332,41.486055,377.75,903.2682353,86.90117647,0.230049441,0.029557207,0
2268066,-93.771236,41.029503,59.04666667,243.925,26.13,0.442531331,0.007981839,0
2268067,-92.917207,41.408175,787.95,846.9706667,134.8966667,0.171199526,0.027715009,0
2268068,-76.729013,39.376359,404.6,897.49,85.19333333,0.210561872,0.029368128,0
2268069,-116.768105,46.742648,163.2,191.51,21.528,0.131911765,0.006266688,0
2268070,-99.421086,35.410359,117.3,272.9741667,48.47916667,0.413292128,0.008932401,0
2268071,-87.669444,41.851482,269.518,2010.536,202.046,0.749656795,0.065789791,0
2268072,-85.828976,33.247363,85,229.13,20.67,0.243176471,0.007497709,0
2268073,-100.298765,31.878939,59.33,410.1533333,17.05888889,0.287525516,0.013421248,0
2268074,-94.304563,41.518643,204,338.085,55.51,0.272107843,0.011062991,0
2268075,-76.736517,37.949992,238,475.0192857,30.18785714,0.126839736,0.015543825,0
2268076,-91.442124,30.701356,258.4,1233.805294,110.5994118,0.4280163,0.04037321,0
2268077,-87.559442,44.440143,255,311.53375,33.475,0.13127451,0.010194167,0
2268078,-93.840978,41.207622,170,242.5225,38.48,0.226352941,0.007935946,0
2268079,-93.72,41.59,340.34,1301.806,198.965,0.58460657,0.042598364,0
2268080,-84.624527,45.857837,85,155.76,8.554,0.100635294,0.005096859,0
2268081,-115.166861,36.147547,600.3125,4477.180583,225.4958333,0.375630748,0.1465046,0
2268082,-93.76,41.58,540.1277778,2079.360556,363.0755556,0.67220308,0.068041903,0
2268083,-87.275653,36.5107,238,1268.278,143.728,0.60389916,0.041501243,0
2268084,-111.732138,40.044866,261.5875,2262.775969,97.48375,0.372662111,0.074043716,0
2268085,-100.438586,31.470735,102,221.0908333,33.68083333,0.330204248,0.007234648,0
2268086,-97.822474,30.174311,311.0716667,1323.399306,160.1022222,0.51467954,0.043304951,0
2268087,-106.518338,35.101026,136,646.25,56.33333333,0.414215686,0.021146924,0
2268088,-73.82,42.71,680,1329.808333,173.3116667,0.254870098,0.043514671,0
2268089,-94.01,41.32,187.34,299.0166667,45.18222222,0.241177657,0.009784577,0
2268090,-97.583752,27.940306,65.62,591.7266667,27.66833333,0.421644824,0.019362784,0
2268091,-80.575374,41.622488,255,1158.9325,74.555,0.292372549,0.037923184,0
2268092,-92.636646,31.921389,238,253.7058333,44.15666667,0.185532213,0.008301892,0
2268093,-121.006033,37.625022,620.5,1928.923333,246.6533333,0.397507386,0.063119219,0
2268094,-83.914541,35.782449,79.9,255.4566667,46.475,0.581664581,0.008359184,0
2268095,-93.673611,41.625475,341.7,627.2566667,62.22666667,0.182109063,0.020525414,0
2268096,-79.456624,35.735392,176.6866667,499.576,53.73333333,0.304116515,0.016347382,0
2268097,-74.506721,40.071343,255,387.3466667,53.95,0.211568627,0.012674956,0
2268098,-94.805558,40.186176,74.97,217.459,18.681,0.249179672,0.007115805,0
2268099,-93.620305,41.638085,539.75,637.6211111,72.90111111,0.135064588,0.020864565,0
2268100,-93.619226,41.544394,397.8,1109.41875,58.80875,0.147834967,0.03630297,0
2268101,-93.6,41.59,188.19,518.7508333,60.50416667,0.321505748,0.016974831,0
2268102,-93.71,41.63,416.07,2282.021176,217.8723529,0.523643504,0.074673468,0
2268103,-93.195379,43.149869,493,3995.401667,154.3533333,0.313089926,0.130739583,0
2268104,-93.937557,43.373204,102,301.9866667,19.71666667,0.193300654,0.009881763,0
2268105,-93.635595,43.269184,157.08,430.2466667,44.87166667,0.285661234,0.014078752,0
2268106,-93.210954,42.740531,133.45,374.5041667,40.34333333,0.302310478,0.012254717,0
2268107,-83.108695,42.374893,705.5,2856.59,59.28,0.084025514,0.093474804,0
2268108,-73.920591,42.817928,510,695.629,81.302,0.159415686,0.022762729,0
2268109,-92.814356,43.28722,340,232.815,31.6225,0.093007353,0.007618292,0
2268110,-83.129124,42.660185,298.8316667,8069.477778,209.2205556,0.700128463,0.264053592,0
2268111,-85.761874,42.89387,340,2287.596667,251.2466667,0.738960784,0.074855912,0
2268112,-84.123381,34.200099,253.8666667,1432.896667,171.9033333,0.677140231,0.04688798,0
2268113,-85.974731,42.688097,255,428.3766667,68.14166667,0.267222222,0.014017561,0
2268114,-77.558539,37.083283,255,244.6766667,36.27,0.142235294,0.008006435,0
2268115,-94.180737,42.508817,357,435.6977778,60.97,0.170784314,0.014257126,0
2268116,-94.180737,42.508817,273.7,864.6061111,55.30777778,0.202074453,0.028292085,0
2268117,-94.22,43.06,510,465.0005556,54.56388889,0.106988017,0.015215987,0
2268118,-94.682545,43.108249,170,235.6933333,31.06277778,0.182722222,0.007712478,0
2268119,-94.29,42.27,102,131.56,20.02,0.19627451,0.004304974,0
2268120,-87.745937,41.944713,411.4425,3146.9075,298.1875,0.724736749,0.102974722,0
2268121,-95.196079,42.64738,595,729.7338889,104.585,0.175773109,0.023878727,0
2268122,-93.826216,42.465682,246.33,345.235,44.08625,0.178972314,0.011296957,0
2268123,-92.449725,42.524071,485.4444444,3350.483889,208.0361111,0.428547723,0.109636253,0
2268124,-104.982151,39.742304,323,1347.756667,168.285,0.521006192,0.044101985,0
2268125,-73.99,41.92,391.85,1111.176,117.572,0.300043384,0.036360471,0
2268126,-90.321896,38.663941,258.4,706.0166667,98.47933333,0.381111971,0.02310264,0
2268127,-97.603121,39.02239,72.25,257.3327778,28.52777778,0.394848135,0.008420575,0
2268128,-107.607457,45.749843,68,150.7785714,9.109285714,0.133960084,0.004933854,0
2268129,-92.482681,42.184685,73.95,248.5266667,28.42666667,0.384403877,0.008132417,0
2268130,-99.704177,39.889071,95.2,449.4966667,38.39333333,0.403291316,0.014708661,0
2268131,-88.036092,40.601827,85,170.5366667,31.07,0.365529412,0.005580388,0
2268132,-97.912132,31.125799,255,236.9766667,40.3,0.158039216,0.007754472,0
2268133,-92.466199,42.737307,255,616.605,81.64,0.320156863,0.020176865,0
2268134,-92.366099,42.477784,175.95,709.8575,97.61375,0.554781188,0.023228321,0
2268135,-94.369151,41.062384,378.25,668.8977778,66.46611111,0.175720056,0.021888016,0
2268136,-95.790934,42.158524,146.2,323.0088889,44.72,0.305882353,0.010569663,0
2268137,-96.056464,43.01849,329.8,1026.905,62.92,0.190782292,0.033602912,0
2268138,-96.39,42.54,344.9111111,1291.781944,187.2433333,0.54287417,0.042270352,0
2268139,-96.352755,42.467057,345.4090909,1659.69,201.0272727,0.581997631,0.054309228,0
2268140,-95.84,43.18,276.25,369.1538889,67.83111111,0.245542484,0.012079643,0
2268141,-96.179952,43.081416,227.8,512.9911111,70.48888889,0.309433226,0.016786358,0
2268142,-95.14569,43.145107,510,449.1208333,59.67,0.117,0.014696362,0
2268143,-118.355166,48.292411,153,133.0153846,5.44,0.035555556,0.004352598,0
2268144,-94.818001,43.401709,340,199.98,21.70235294,0.06383045,0.006543848,0
2268145,-77.343238,38.647188,680,1966.25,159.680625,0.234824449,0.064340641,0
2268146,-90.110462,29.859756,219.98,1320.513333,110.6083333,0.502810861,0.043210515,0
2268147,-81.9,34.92,680,1486.821111,227.4855556,0.334537582,0.048652523,0
2268148,-95.321601,43.445239,85,205.0033333,17.615,0.207235294,0.006708224,0
2268149,-94.866664,42.071972,446.25,1270.481667,123.435,0.276605042,0.041573353,0
2268150,-95.752122,29.593226,1725.5,1004.842143,155.0621429,0.089865049,0.03288096,0
2268151,-94.191054,45.074761,144.3111111,484.3177778,62.47222222,0.4328996,0.015848095,0
2268152,-70.875939,42.560825,748,2123.565714,265.98,0.355588235,0.069488407,0
2268153,-74.016411,41.443031,176.8,774.015,97.97666667,0.554166667,0.025327716,0
2268154,-95.363572,42.019626,425,386.1061111,58.06666667,0.136627451,0.012634362,0
2268155,-95.88,41.26,311.015,591.91,111.3666667,0.358074905,0.019368783,0
2268156,-93.747922,32.426251,415.8625,1575.8875,232.765,0.559716252,0.051566999,0
2268157,-95.825083,41.261584,457.3,1071.466,149.0926667,0.326028136,0.03506106,0
2268158,-95.311101,41.64375,510,658.9733333,70.395,0.138029412,0.021563264,0
2268159,-119.39087,36.534931,113.05,241.3033333,41.145,0.363954003,0.007896051,0
2268160,-95.891346,41.564399,181.9,459.4975,52.39,0.288015393,0.015035913,0
2268161,-95.226924,41.007949,246.5,432.1533333,48.31666667,0.196010818,0.014141143,0
2268162,-95.36,40.76,137.2142857,356.0385714,55.29642857,0.402993233,0.011650477,0
2268163,-95.037976,40.749084,242.9111111,395.5905556,41.00777778,0.16881804,0.012944717,0
2268164,-91.489974,45.102477,123.25,316.184,55.9,0.453549696,0.010346335,0
2268165,-90.68,42.5,500.0266667,2591.581667,278.2086667,0.556387659,0.084803065,0
2268166,-90.71,42.51,680,1557.226,177.918,0.261644118,0.050956348,0
2268167,-74.03598,41.517833,850,1124.002,154.934,0.182275294,0.03678017,0
2268168,-91.414308,42.849627,98.47857143,255.75,38.96285714,0.395648074,0.008368783,0
2268169,-90.93,42.44,399.5,1117.765,213.07,0.533341677,0.03657608,0
2268170,-91.45,42.48,354.569,895.664,104.91,0.295880351,0.029308377,0
2268171,-76.075775,38.77682,252.1666667,468.3311111,63.55555556,0.252037894,0.015324971,0
2268172,-70.238978,44.094785,450.5,496.7416667,49.335,0.109511654,0.016254636,0
2268173,-90.635635,37.614702,122.74,514.4425,48.36,0.394003585,0.016833851,0
2268174,-90.677075,42.07782,340,483.6577778,67.38333333,0.198186275,0.015826498,0
2268175,-91.793947,43.322711,510,859.7082353,93.82176471,0.183964245,0.028131814,0
2268176,-91.81,42.85,233.75,461.3766667,59.35222222,0.25391325,0.015097404,0
2268177,-91.188724,43.023719,119,232.54,23.92,0.201008403,0.007609293,0
2268178,-122.858342,45.144617,283.3333333,1117.031667,100.1,0.353294118,0.036552083,0
2268179,-86.660854,36.163339,262.82,966.013125,134.444375,0.511545449,0.031610377,0
2268180,-98.183361,31.067957,223.8333333,402.1966667,33.69166667,0.150521221,0.013160886,0
2268181,-91.285115,42.107763,204,430.1916667,61.555,0.301740196,0.014076952,0
2268182,-91.32,42.42,145.69,358.5266667,50.05,0.343537648,0.011731894,0
2268183,-91.54,41.66,340,2381.115,166.1327778,0.488625817,0.077916067,0
2268184,-91.5,41.66,509.25625,1456.71625,257.64375,0.505921626,0.047667417,0
2268185,-91.59,42.04,469.5090909,2099.79,206.5345455,0.439894668,0.068710406,0
2268186,-91.198901,42.232591,163.2,432.9233333,46.06333333,0.282250817,0.014166339,0
2268187,-97.356008,32.796849,212.33,527.90375,59.7675,0.281484011,0.017274337,0
2268188,-111.143927,45.780126,422.025,346.0914286,30.71714286,0.072785126,0.011324981,0
2268189,-91.698671,41.301453,253.5833333,526.1483333,77.84833333,0.306993099,0.017216896,0
2268190,-91.661222,42.018778,765,1345.886667,226.85,0.296535948,0.044040794,0
2268191,-91.625919,41.984312,340,791.7066667,85.45333333,0.251333333,0.025906632,0
2268192,-117.219307,47.663389,459,681.4264286,112.5335714,0.24517118,0.022297985,0
2268193,-81.069588,38.476354,82.96,0,44.941,0.541718901,0,0
2268194,-82.261708,31.293063,170,411.554,32.04933333,0.18852549,0.013467081,0
2268195,-91.685286,41.952108,423.6,1627.45,185.0588235,0.436871632,0.053254254,0
2268196,-92.413428,41.015099,258.4,532.598,77.12466667,0.298470072,0.017427945,0
2268197,-92.413428,41.015099,382.33,655.5175,75.25375,0.19682931,0.02145018,0
2268198,-92.872826,40.73259,123.25,451.23375,46.3125,0.375760649,0.014765502,0
2268199,-76.712998,39.94943,658.75,650.012,98.618,0.149704744,0.021270026,0
2268200,-92.697108,45.321757,490.1666667,1592.594667,135.1277778,0.275677207,0.0521137,0
2268201,-92.64,41.29,184.28,673.024,83.07866667,0.450828449,0.022023037,0
2268202,-83.960938,33.94069,510,2446.199412,255.0064706,0.500012687,0.080045792,0
2268203,-80.822629,35.577358,269.875,1133.31625,174.96375,0.648314034,0.037084956,0
2268204,-98.713406,29.77774,225.25,813.01,126.815,0.56299667,0.02660373,0
2268205,-91.398234,40.409434,308.8333333,555.2616667,68.92166667,0.223167836,0.018169557,0
2268206,-91.561427,40.964573,211.65,436.1072222,73.58722222,0.347683545,0.014270524,0
2268207,-73.885217,41.676775,510,658.0933333,66.47333333,0.130339869,0.021534468,0
2268208,-91.179894,40.832081,261.2333333,759.8983333,107.2066667,0.410386628,0.024865783,0
2268209,-90.494201,41.550865,424.7166667,1420.155,206.2377778,0.485589086,0.046471041,0
2268210,-90.207784,41.851684,399.5,855.8194118,94.98411765,0.237757491,0.028004562,0
2268211,-90.53,41.82,161.5,502.48,76.48333333,0.473581011,0.016442408,0
2268212,-90.563379,41.663532,586.5,629.8233333,119.145,0.20314578,0.020609402,0
2268213,-91.050928,41.430378,550.12,667.5533333,66.59611111,0.121057426,0.021844023,0
2268214,-90.494201,41.550865,223.38,771.056,120.38,0.538902319,0.02523089,0
2268215,-87.202292,39.172333,277.1,394.955,32.73833333,0.118146277,0.01292392,0
2268216,-91.136163,41.756276,169.15,385.0366667,49.19416667,0.290831609,0.012599367,0
